1535540537105;Иванов, И.И.;1535540537105;1;0;0.49351853132247925;0.49040403962135315;right
1535540537105;Иванов, И.И.;1535540537283;1;44;0.4990740716457367;0.48383837938308716;right
1535540537105;Иванов, И.И.;1535540537483;2;61;0.4972222149372101;0.4898989796638489;right
1535540537105;Иванов, И.И.;1535540537661;2;33;0.5166666507720947;0.48383837938308716;right
1535540537105;Иванов, И.И.;1535540537850;2;45;0.5111111402511597;0.4939393997192383;right
1535540537105;Иванов, И.И.;1535540538019;2;26;0.529629647731781;0.4722222089767456;right
1535540537105;Иванов, И.И.;1535540538202;2;48;0.5231481194496155;0.47525253891944885;right
1535540537105;Иванов, И.И.;1535540538374;3;38;0.5249999761581421;0.47121211886405945;right
1535540537105;Иванов, И.И.;1535540538549;3;31;0.529629647731781;0.4722222089767456;right
1535540537105;Иванов, И.И.;1535540538731;3;42;0.5324074029922485;0.4727272689342499;right
1535540537105;Иванов, И.И.;1535540538914;3;41;0.5342592597007751;0.4641414284706116;right
1535540537105;Иванов, И.И.;1535540539099;3;32;0.5361111164093018;0.459090918302536;right
1535540537105;Иванов, И.И.;1535540539273;3;31;0.5333333611488342;0.46010100841522217;right
1535540537105;Иванов, И.И.;1535540539441;4;32;0.5324074029922485;0.46515151858329773;right
1535540537105;Иванов, И.И.;1535540539618;4;40;0.5268518328666687;0.46515151858329773;right
1535540537105;Иванов, И.И.;1535540539783;4;38;0.5305555462837219;0.45858585834503174;right
1535540537105;Иванов, И.И.;1535540539966;4;56;0.5379629731178284;0.4555555582046509;right
1535540537105;Иванов, И.И.;1535540540133;4;40;0.539814829826355;0.45252525806427;right
1535540537105;Иванов, И.И.;1535540540301;4;40;0.539814829826355;0.45202019810676575;right
1535540537105;Иванов, И.И.;1535540540475;5;40;0.5425925850868225;0.4469696879386902;right
1535540537105;Иванов, И.И.;1535540540657;5;50;0.539814829826355;0.4545454680919647;right
1535540537105;Иванов, И.И.;1535540540834;5;48;0.5481481552124023;0.4464646577835083;right
1535540537105;Иванов, И.И.;1535540541002;5;48;0.5481481552124023;0.44949495792388916;right
